"id","시군","시설명","경위도X좌표","경위도Y좌표","정제도로명주소","정제지번주소","소재지","시설종류","시설분류","정원","대분류","소분류","대분류2","소분류2","대분류3","소분류3","homepage","tel","created_at","updated_at"
1359,경상남도 창녕군,남매의료기,"128.4999218","35.53869838",경남 창녕군 창녕읍 종로 15(창녕낙원빌라) 104호,경남 창녕군 창녕읍 교하리 46-2,"창녕읍 종로 15, 104호","그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","2. 신체적 건강","1-4. 일상생활 관련 비용지원","9. 안전 ","1-5. 보호·돌봄·요양 관련 비용지원","5. 돌봄","1-8. 문화·여가 관련 비용지원",없음,"055-533-8203","2026-04-01 07:55:49","2026-04-04 13:48:04"
1360,경상남도 창녕군,다옴재가복지센터,"128.5053333","35.51800999",경남 창녕군 창녕읍 여초길 168,경남 창녕군 창녕읍 퇴천리 122-5,창녕읍 여초길 168,방문요양서비스시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","4. 주거","4-1. 주거환경관리","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",없음,"055-532-8929","2026-04-01 07:55:49","2026-04-04 13:48:04"
1361,경상남도 고성군,금강원종합재가센터,"128.371289","35.08078514",경남 고성군 회화면 남해안대로 3955-22,경남 고성군 회화면 삼덕리 1336-6,경상남도 고성군 회화면 남해안대로 3955-22,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-673-8517","2026-04-01 07:55:49","2026-04-04 13:48:04"
1362,경상남도 고성군,중앙재가노인복지센터,"128.3201008","34.97617088",경남 고성군 고성읍 남포로 147,경남 고성군 고성읍 서외리 96-15,경상남도 고성군 고성읍 남포로 147,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-674-3069","2026-04-01 07:55:49","2026-04-04 13:48:04"
1363,경상남도 고성군,고성통합복지센터,"128.3321955","34.98617267",경남 고성군 고성읍 죽계1길 95-1,경남 고성군 고성읍 죽계리 834-9,경상남도 고성군 고성읍 죽계1길 95-1,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-5528","2026-04-01 07:55:49","2026-04-04 13:48:04"
1364,경상남도 고성군,"100세고성재가복지센터","128.3210589","34.97406302",경남 고성군 고성읍 성내로 116,경남 고성군 고성읍 성내리 331-4,경상남도 고성군 고성읍 성내로 116,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-674-0277","2026-04-01 07:55:49","2026-04-04 13:48:04"
1365,경상남도 고성군,참빛재가노인복지센터,"128.3240792","34.97399368",경남 고성군 고성읍 중앙로 36-1 2층,경남 고성군 고성읍 성내리 67-3,"경상남도 고성군 고성읍 중앙로 36-1, 2층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-674-6582","2026-04-01 07:55:49","2026-04-04 13:48:04"
1366,경상남도 고성군,제일조은노인복지센터,"128.2960355","34.98487161",경남 고성군 고성읍 무량로 55,경남 고성군 고성읍 무량리 141-1,경상남도 고성군 고성읍 무량로 55,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-673-8864","2026-04-01 07:55:49","2026-04-04 13:48:04"
1367,경상남도 고성군,푸른솔재가복지센터,"128.3203441","34.97030883",경남 고성군 고성읍 남포로 81 2층,경남 고성군 고성읍 수남리 541-11,"경상남도 고성군 고성읍 남포로 81, 2층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-2506","2026-04-01 07:55:49","2026-04-04 13:48:04"
1368,경상남도 고성군,행복한동부노인복지센터,"128.4033863","34.98511095",경남 고성군 거류면 거류로 605 1층,경남 고성군 거류면 신용리 1026-12,"경상남도 고성군 거류면 거류로 605, 1층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-673-8352","2026-04-01 07:55:49","2026-04-04 13:48:04"
1369,경상남도 고성군,섬김노인복지센터,"128.3346391","35.08770262",경남 고성군 구만면 영회로 1770,경남 고성군 구만면 효락리 834-8,경상남도 고성군 구만면 영회로 1770,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-673-3232","2026-04-01 07:55:49","2026-04-04 13:48:04"
1370,경상남도 고성군,미소노인복지센터,"128.319962","34.96745977",경남 고성군 고성읍 남포로 49 3층 301302호,경남 고성군 고성읍 수남리 527-6,"경상남도 고성군 고성읍 남포로 49, 3층 301,302호",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-7894","2026-04-01 07:55:49","2026-04-04 13:48:04"
1371,경상남도 고성군,신기의료기 고성점,"128.3223484","34.97426403",경남 고성군 고성읍 중앙로 20,경남 고성군 고성읍 성내리 163,경상남도 고성군 고성읍 중앙로 20,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","1.경제(현금중심)","1-4. 일상생활 관련 비용지원","2. 신체적 건강","2-5. 재활","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-672-1198","2026-04-01 07:55:49","2026-04-04 13:48:04"
1372,경상남도 고성군,노인의세상 노인복지센터,"128.3764143","35.06351773",경남 고성군 회화면 엑스포로 32(천년빌2차) 1층,경남 고성군 회화면 배둔리 212,"경상남도 고성군 회화면 엑스포로 32, 1층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-8355","2026-04-01 07:55:49","2026-04-04 13:48:04"
1373,경상남도 고성군,참조은재가복지센터,"128.3263891","34.97402841",경남 고성군 고성읍 중앙로 56 2층,경남 고성군 고성읍 동외리 269-2,"경상남도 고성군 고성읍 중앙로 56, 2층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-673-1583","2026-04-01 07:55:49","2026-04-04 13:48:04"
1374,경상남도 고성군,소가야재가복지센터,"128.3086738","35.02854206",경남 고성군 대가면 금산1길 70,경남 고성군 대가면 금산리 820-2,경상남도 고성군 대가면 금산1길 70,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-2177","2026-04-01 07:55:49","2026-04-04 13:48:04"
1375,경상남도 고성군,청춘노인복지센터,"128.3263418","34.97541104",경남 고성군 고성읍 동외로156번길 7(서원빌딩) 3층,경남 고성군 고성읍 동외리 289-3,"경상남도 고성군 고성읍 동외로156번길 7, 3층",주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-673-1034","2026-04-01 07:55:49","2026-04-04 13:48:04"
1376,경상남도 고성군,고성실버주간보호센터,"128.3274925","34.98098285",경남 고성군 고성읍 동외로 220 234층,경남 고성군 고성읍 송학리 238-36,"경상남도 고성군 고성읍 동외로 220 (2,3,4층)",주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-672-0943","2026-04-01 07:55:49","2026-04-04 13:48:04"
1377,경상남도 고성군,고성부모사랑복지센터,"128.3232064","34.97385687",경남 고성군 고성읍 성내로135번길 14-3 2층,경남 고성군 고성읍 성내리 72-6,"경상남도 고성군 고성읍 성내로135번길 14-3, 2층",주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-674-1599","2026-04-01 07:55:49","2026-04-04 13:48:04"
1378,경상남도 고성군,효심노인복지센터,"128.3293944","34.97871901",경남 고성군 고성읍 송학로 179-19 2층,경남 고성군 고성읍 송학리 237-119,"경상남도 고성군 고성읍 송학로 179-19, 2층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-2280","2026-04-01 07:55:49","2026-04-04 13:48:04"
1379,경상남도 고성군,행복노인복지센터,"128.1875755","34.99949797",경남 고성군 상리면 척번정7길 66,경남 고성군 상리면 척번정리 424-53,경상남도 고성군 상리면 척번정7길 66,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-673-7007","2026-04-01 07:55:49","2026-04-04 13:48:04"
1380,경상남도 고성군,고성은혜재가복지센터,"128.3558581","34.99595963",경남 고성군 거류면 동해로 307,경남 고성군 거류면 가려리 818-5,경상남도 고성군 거류면 동해로 307,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-8002","2026-04-01 07:55:49","2026-04-04 13:48:04"
1381,경상남도 고성군,신고성재가노인복지센터,"128.2944688","35.01324923",경남 고성군 대가면 유흥2길 62-4,경남 고성군 대가면 유흥리 847,경상남도 고성군 대가면 유흥2길 62-4,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-3. 경제생활 지원 ","2. 신체적 건강","2-5. 재활",없음,"055-672-9574","2026-04-01 07:55:49","2026-04-04 13:48:04"
1382,경상남도 고성군,고성만세주간보호센터,"128.3109925","34.97388206",경남 고성군 고성읍 성내로 24-64,경남 고성군 고성읍 교사리 133-2,경상남도 고성군 고성읍 24-64,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-807-7100","2026-04-01 07:55:49","2026-04-04 13:48:04"
1383,경상남도 고성군,고성노인통합지원센터,"128.3321955","34.98617267",경남 고성군 고성읍 죽계1길 95-1,경남 고성군 고성읍 죽계리 834-9,경상남도 고성군 고성읍 죽계1길 95-1,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","2. 신체적 건강","2-5. 재활",없음,"055-674-6628","2026-04-01 07:55:49","2026-04-04 13:48:04"
1384,경상남도 남해군,화방남해노인통합지원센터,"127.8691884","34.86781572",경남 남해군 고현면 화방로211번길 81-7,경남 남해군 고현면 대곡리 1162,고현면 화방로211번길 81-7,"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","8. 관계","8-1. 상담 및 정신건강 프로그램 ",http://www.hwabang.org/,"055-863-1737","2026-04-01 07:55:49","2026-04-04 13:48:04"
1385,경상남도 남해군,화방재가복지센터,"127.8686836","34.86682065",경남 남해군 고현면 화방로211번길 81-20,경남 남해군 고현면 대곡리 1152-2,고현면 화방로211번길 81-20,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",http://www.hwabang.org/,"055-864-1701","2026-04-01 07:55:49","2026-04-04 13:48:04"
1386,경상남도 남해군,보물섬재가요양지원센터,"127.8938791","34.83433431",경남 남해군 남해읍 화전로43번길 12-4,경남 남해군 남해읍 서변리 188-6,남해읍 화전로43번길 12-4,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","4. 주거","4-1. 주거환경관리","2. 신체적 건강","2-1. 건강증진",https://blog.naver.com/djaak8118,"055-863-2377","2026-04-01 07:55:49","2026-04-04 13:48:04"
1387,경상남도 남해군,보물섬복지센터,"127.8938791","34.83433431",경남 남해군 남해읍 화전로43번길 12-4,경남 남해군 남해읍 서변리 188-6,남해읍 화전로43번길 12-4,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","8. 관계","8-1. 상담 및 정신건강 프로그램 ",https://blog.naver.com/djaak8118,"055-863-8118","2026-04-01 07:55:49","2026-04-04 13:48:04"
1388,경상남도 남해군,보물섬재가목욕지원센터,"127.8938791","34.83433431",경남 남해군 남해읍 화전로43번길 12-4,경남 남해군 남해읍 서변리 188-6,남해읍 화전로43번길 12-4,방문목욕서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","4. 주거","4-1. 주거환경관리","2. 신체적 건강","2-1. 건강증진",https://blog.naver.com/djaak8118,"055-863-2377","2026-04-01 07:55:49","2026-04-04 13:48:04"
1389,경상남도 남해군,남해사랑복지센터,"127.9317589","34.81531414",경남 남해군 이동면 남해대로2363번길 2-6,경남 남해군 이동면 다정리 281-6,이동면 남해대로2363번길 2-6,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/nhlove5610,"055-863-5610","2026-04-01 07:55:49","2026-04-04 13:48:04"
1390,경상남도 남해군,남면어르신학교,"127.8753317","34.77497797",경남 남해군 남면 두양로 387,경남 남해군 남면 죽전리 1252-1,남면 두양로 387,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-1. 건강증진","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"055-863-9933","2026-04-01 07:55:49","2026-04-04 13:48:04"
1391,경상남도 남해군,다사랑복지센터,"128.0128204","34.85917524",경남 남해군 창선면 창선로 120-13,경남 남해군 창선면 상죽리 7-10,창선면 창선로 120-13,주야간보호서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-867-3338","2026-04-01 07:55:49","2026-04-04 13:48:04"
1392,경상남도 남해군,온유재가노인복지센터,"127.9884317","34.7234545",경남 남해군 상주면 남해대로684번길 4-1,경남 남해군 상주면 상주리 1219-4,상주면 남해대로 684번길 4-1,방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-862-6013","2026-04-01 07:55:49","2026-04-04 13:48:04"
1393,경상남도 남해군,남해효자문노인복지센터,"127.8951038","34.83699619",경남 남해군 남해읍 화전로38번길 23-1 2층,경남 남해군 남해읍 남변리 370-6,"남해읍 화전로 38번길 23-1, 2층",방문요양서비스시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-863-4333","2026-04-01 07:55:49","2026-04-04 13:48:04"
